index,x,y,z
32643,8.2612,0.36799,34.703
32644,7.9926,0.18489,34.396
32645,7.727,0.016676,34.086
32646,7.4509,-0.14525,33.758
32647,7.179,-0.2921,33.429
32648,6.9119,-0.42464,33.1
32649,6.6498,-0.54365,32.771
32650,6.3426,-0.66954,32.378
32651,6.0435,-0.77844,31.988
32652,5.7528,-0.87165,31.6
32653,5.4707,-0.95043,31.216
32654,5.1651,-1.0231,30.79
32655,4.8709,-1.0807,30.369
32656,4.5883,-1.1249,29.954
32657,4.3171,-1.1572,29.545
32658,4.0585,-1.1788,29.143
32659,3.8112,-1.191,28.748
32660,3.5752,-1.1952,28.359
32661,3.3504,-1.1922,27.976
32662,3.1276,-1.1827,27.584
32663,2.9164,-1.1675,27.199
32664,2.7164,-1.1477,26.82
32665,2.5274,-1.124,26.447
32666,2.3546,-1.098,26.093
32667,2.1914,-1.0698,25.745
32668,2.0373,-1.0397,25.403
32669,1.8919,-1.0084,25.066
32670,1.7702,-0.97978,24.771
32671,1.6548,-0.95074,24.481
32672,1.5456,-0.92147,24.195
32673,1.4421,-0.89217,23.913
32674,1.3509,-0.86504,23.654
32675,1.2643,-0.83817,23.397
32676,1.1821,-0.81166,23.144
32677,1.1043,-0.78563,22.895
32678,1.0322,-0.76075,22.653
32679,0.96375,-0.73646,22.415
32680,0.8989,-0.71283,22.18
32681,0.83744,-0.68991,21.947
32682,0.78064,-0.66828,21.722
32683,0.72676,-0.6474,21.5
32684,0.67567,-0.62728,21.281
32685,0.62723,-0.60795,21.064
32686,0.58228,-0.58981,20.854
32687,0.53962,-0.57246,20.646
32688,0.49915,-0.55589,20.44
32689,0.46076,-0.54011,20.237
32690,0.42406,-0.52501,20.033
32691,0.38926,-0.51072,19.833
32692,0.35626,-0.49723,19.634
32693,0.32496,-0.48453,19.437
32694,0.29488,-0.47246,19.24
32695,0.26636,-0.4612,19.044
32696,0.23932,-0.45073,18.851
32697,0.21367,-0.44105,18.66
32698,0.18887,-0.43197,18.467
32699,0.16535,-0.42368,18.276
32700,0.14304,-0.41616,18.087
32701,0.12184,-0.40941,17.901
32702,0.10123,-0.40327,17.711
32703,0.081656,-0.39791,17.524
32704,0.063037,-0.39329,17.339
32705,0.045311,-0.38942,17.156
32706,0.027959,-0.3862,16.97
32707,0.011416,-0.38374,16.786
32708,-0.0043798,-0.38201,16.604
32709,-0.019488,-0.38102,16.424
32710,-0.034407,-0.38074,16.24
32711,-0.048714,-0.38121,16.059
32712,-0.062465,-0.38243,15.879
32713,-0.075713,-0.38437,15.702
32714,-0.088943,-0.38714,15.52
32715,-0.10174,-0.39067,15.341
32716,-0.11416,-0.39496,15.164
32717,-0.12625,-0.40001,14.989
32718,-0.13849,-0.40603,14.809
32719,-0.15047,-0.41286,14.632
32720,-0.16225,-0.4205,14.457
32721,-0.17385,-0.42894,14.284
32722,-0.18579,-0.43858,14.106
32723,-0.19764,-0.44909,13.931
32724,-0.20945,-0.46051,13.757
32725,-0.22127,-0.47282,13.586
32726,-0.23361,-0.48662,13.411
32727,-0.24605,-0.50143,13.238
32728,-0.25862,-0.51727,13.067
32729,-0.27138,-0.53417,12.898
32730,-0.28489,-0.55291,12.725
32731,-0.29869,-0.57287,12.554
32732,-0.31282,-0.59407,12.385
32733,-0.32734,-0.61657,12.219
32734,-0.34286,-0.64133,12.05
32735,-0.35889,-0.66759,11.882
32736,-0.37549,-0.69542,11.717
32737,-0.39271,-0.72486,11.555
32738,-0.41117,-0.75701,11.39
32739,-0.4304,-0.79104,11.227
32740,-0.45047,-0.82706,11.067
32741,-0.47145,-0.86516,10.91
32742,-0.49385,-0.90629,10.752
32743,-0.51732,-0.94982,10.596
32744,-0.54195,-0.99587,10.443
32745,-0.56781,-1.0446,10.293
32746,-0.59518,-1.0965,10.144
32747,-0.62396,-1.1513,9.9971
32748,-0.65424,-1.2094,9.8532
32749,-0.68613,-1.2708,9.7118
32750,-0.71946,-1.3352,9.5741
32751,-0.75457,-1.4033,9.4389
32752,-0.79157,-1.4752,9.3062
32753,-0.83056,-1.5513,9.1762
32754,-0.87085,-1.6302,9.0512
32755,-0.9133,-1.7134,8.9288
32756,-0.95803,-1.8013,8.8089
32757,-1.0052,-1.8941,8.6918
32758,-1.0535,-1.9894,8.5803
32759,-1.1044,-2.0899,8.4715
32760,-1.158,-2.1959,8.3654
32761,-1.2145,-2.3077,8.2621
32762,-1.2743,-2.4263,8.1611
32763,-1.3373,-2.5514,8.0632
32764,-1.4037,-2.6833,7.9684
32765,-1.4737,-2.8225,7.8769
32766,-1.5479,-2.9701,7.7885
32767,-1.6261,-3.1259,7.7038
32768,-1.7085,-3.2902,7.623
32769,-1.7955,-3.4636,7.5464
32770,-1.8879,-3.6479,7.4737
32771,-1.9854,-3.8424,7.4059
32772,-2.0883,-4.0476,7.3431
32773,-2.1968,-4.2641,7.286
32774,-2.3127,-4.4954,7.2342
32775,-2.4351,-4.7394,7.1891
32776,-2.5644,-4.997,7.1511
32777,-2.7008,-5.2687,7.121
32778,-2.8481,-5.5618,7.099
32779,-3.0038,-5.8712,7.0868
32780,-3.1683,-6.1976,7.0853
32781,-3.342,-6.5418,7.0955
32782,-3.5339,-6.921,7.1198
32783,-3.7369,-7.3213,7.1597
32784,-3.9518,-7.7435,7.2168
32785,-4.179,-8.1884,7.2927
32786,-4.4435,-8.704,7.4003
32787,-4.7244,-9.2486,7.5361
32788,-5.0227,-9.8229,7.7034
32789,-5.3389,-10.427,7.9059
32790,-5.6389,-10.996,8.1209
32791,-5.9546,-11.589,8.3706
32792,-6.2864,-12.206,8.6584
32793,-6.6348,-12.845,8.9882
32794,-6.9659,-13.445,9.3272
32795,-7.3111,-14.062,9.7071
32796,-7.6706,-14.694,10.131
32797,-8.0441,-15.339,10.603
32798,-8.4071,-15.952,11.091
32799,-8.7821,-16.572,11.626
32800,-9.169,-17.196,12.212
32801,-9.5671,-17.819,12.851
32802,-9.9666,-18.424,13.529
32803,-10.376,-19.02,14.262
32804,-10.793,-19.603,15.053
32805,-11.218,-20.167,15.902
32806,-11.674,-20.737,16.868
32807,-12.136,-21.272,17.901
32808,-12.6,-21.762,19.001
32809,-13.064,-22.198,20.167
32810,-13.482,-22.539,21.277
32811,-13.895,-22.821,22.436
32812,-14.301,-23.037,23.64
32813,-14.697,-23.18,24.883
32814,-15.029,-23.239,25.985
32815,-15.349,-23.235,27.106
32816,-15.655,-23.163,28.243
32817,-15.945,-23.02,29.388
32818,-16.183,-22.835,30.387
32819,-16.405,-22.594,31.384
32820,-16.611,-22.294,32.373
32821,-16.798,-21.936,33.349
32822,-16.955,-21.551,34.241
32823,-17.094,-21.116,35.112
32824,-17.214,-20.633,35.96
32825,-17.314,-20.102,36.78
32826,-17.391,-19.541,37.548
32827,-17.448,-18.94,38.281
32828,-17.484,-18.299,38.978
32829,-17.499,-17.623,39.634
32830,-17.493,-16.962,40.208
32831,-17.468,-16.275,40.743
32832,-17.423,-15.564,41.236
32833,-17.359,-14.834,41.686
32834,-17.283,-14.151,42.06
32835,-17.191,-13.457,42.395
32836,-17.083,-12.754,42.693
32837,-16.96,-12.045,42.953
32838,-16.828,-11.371,43.163
32839,-16.683,-10.696,43.339
32840,-16.525,-10.021,43.482
32841,-16.354,-9.3499,43.591
32842,-16.177,-8.7047,43.666
32843,-15.988,-8.0657,43.711
32844,-15.788,-7.4346,43.727
32845,-15.579,-6.8128,43.715
32846,-15.363,-6.2129,43.677
32847,-15.139,-5.6246,43.614
32848,-14.905,-5.049,43.527
32849,-14.664,-4.4871,43.418
32850,-14.419,-3.9456,43.289
32851,-14.166,-3.4192,43.14
32852,-13.907,-2.9086,42.972
32853,-13.643,-2.4143,42.787
32854,-13.376,-1.9419,42.588
32855,-13.104,-1.4863,42.375
32856,-12.829,-1.0478,42.148
32857,-12.55,-0.62665,41.909
32858,-12.276,-0.23451,41.667
32859,-12,0.14123,41.415
32860,-11.721,0.5006,41.155
32861,-11.441,0.84369,40.887
32862,-11.176,1.1529,40.628
32863,-10.909,1.4478,40.364
32864,-10.642,1.7288,40.096
32865,-10.375,1.996,39.823
32866,-10.018,2.3323,39.454
32867,-9.6625,2.6453,39.081
32868,-9.3082,2.9355,38.706
32869,-8.9559,3.2039,38.328
32870,-8.501,3.5223,37.836
32871,-8.0517,3.8071,37.345
32872,-7.6092,4.0604,36.857
32873,-7.1741,4.2842,36.373
32874,-6.6925,4.5044,35.835
32875,-6.2225,4.6927,35.305
32876,-5.7648,4.8519,34.786
32877,-5.3202,4.9849,34.279
32878,-4.8889,5.0944,33.784
32879,-4.4715,5.1828,33.301
32880,-4.0682,5.2526,32.832
32881,-3.6792,5.306,32.376
32882,-3.3323,5.3425,31.965
32883,-2.9976,5.3683,31.566
32884,-2.6749,5.3848,31.177
32885,-2.3643,5.3932,30.799
32886,-2.0687,5.3948,30.436
32887,-1.7845,5.3908,30.082
32888,-1.5113,5.3821,29.738
32889,-1.2489,5.3697,29.403
32890,-0.98742,5.3536,29.064
32891,-0.73696,5.3352,28.734
32892,-0.49717,5.3152,28.414
32893,-0.26767,5.2942,28.101
32894,-0.0032167,5.2684,27.734
32895,0.24741,5.243,27.379
32896,0.48491,5.2189,27.034
32897,0.70999,5.1968,26.699
32898,0.88452,5.1808,26.434
32899,1.0516,5.1667,26.175
32900,1.2118,5.155,25.922
32901,1.3652,5.1459,25.675
32902,1.5039,5.1397,25.448
32903,1.6374,5.1362,25.225
32904,1.7658,5.1353,25.007
32905,1.8896,5.1373,24.794
32906,2.0125,5.1424,24.579
32907,2.131,5.1508,24.369
32908,2.2453,5.1624,24.163
32909,2.3559,5.1774,23.961
32910,2.4663,5.1965,23.758
32911,2.5732,5.2193,23.559
32912,2.6769,5.2459,23.365
32913,2.7777,5.2763,23.175
32914,2.8791,5.3118,22.984
32915,2.978,5.3515,22.797
32916,3.0746,5.3953,22.614
32917,3.1691,5.4434,22.437
32918,3.2653,5.4977,22.257
32919,3.3599,5.5566,22.083
32920,3.453,5.62,21.914
32921,3.5451,5.6881,21.75
32922,3.6399,5.7638,21.584
32923,3.7341,5.8445,21.424
32924,3.8277,5.9302,21.27
32925,3.9212,6.0209,21.122
32926,4.0188,6.1211,20.973
32927,4.1167,6.2266,20.831
32928,4.2151,6.3376,20.695
32929,4.3142,6.454,20.566
32930,4.4192,6.582,20.438
32931,4.5254,6.716,20.318
32932,4.6332,6.8559,20.206
32933,4.7426,7.0017,20.102
32934,4.8601,7.1619,20.002
32935,4.9799,7.3286,19.911
32936,5.1023,7.5017,19.831
32937,5.2274,7.681,19.76
32938,5.3635,7.8784,19.698
32939,5.5031,8.0827,19.648
32940,5.6463,8.2935,19.611
32941,5.7933,8.5108,19.588
32942,5.9554,8.7509,19.579
32943,6.1222,8.9977,19.587
32944,6.2937,9.2508,19.613
32945,6.4701,9.5097,19.657
32946,6.6672,9.7968,19.727
32947,6.8701,10.089,19.82
32948,7.0786,10.386,19.938
32949,7.2927,10.685,20.08
32950,7.5334,11.016,20.267
32951,7.7801,11.346,20.486
32952,8.0324,11.674,20.738
32953,8.2898,11.998,21.025
32954,8.5644,12.331,21.363
32955,8.8428,12.651,21.739
32956,9.1236,12.957,22.155
32957,9.4055,13.243,22.608
32958,9.6601,13.482,23.05
32959,9.913,13.698,23.522
32960,10.163,13.889,24.021
32961,10.408,14.05,24.546
32962,10.614,14.163,25.017
32963,10.815,14.25,25.504
32964,11.008,14.309,26.004
32965,11.193,14.337,26.515
32966,11.351,14.336,26.98
32967,11.5,14.309,27.45
32968,11.64,14.254,27.921
32969,11.769,14.171,28.392
32970,11.881,14.067,28.835
32971,11.983,13.937,29.272
32972,12.072,13.782,29.702
32973,12.149,13.602,30.123
32974,12.213,13.399,30.527
32975,12.264,13.174,30.917
32976,12.301,12.927,31.291
32977,12.324,12.658,31.647
32978,12.333,12.367,31.987
32979,12.327,12.057,32.304
32980,12.307,11.731,32.597
32981,12.271,11.39,32.865
32982,12.226,11.073,33.083
32983,12.17,10.747,33.279
32984,12.102,10.415,33.452
32985,12.022,10.077,33.602
32986,11.937,9.7559,33.722
32987,11.842,9.4332,33.821
32988,11.738,9.1098,33.9
32989,11.625,8.787,33.958
32990,11.507,8.474,33.995
32991,11.381,8.1638,34.013
32992,11.248,7.8577,34.013
32993,11.108,7.5564,33.995
32994,10.962,7.261,33.959
32995,10.811,6.9722,33.907
32996,10.653,6.691,33.838
32997,10.492,6.4178,33.754
32998,10.322,6.1481,33.654
32999,10.149,5.8881,33.539
33000,9.9724,5.6382,33.41
33001,9.7931,5.3987,33.269
33002,9.6046,5.1615,33.11
33003,9.4144,4.9362,32.939
33004,9.2229,4.7229,32.757
33005,9.0307,4.5217,32.566
33006,8.8279,4.3226,32.354
33007,8.6255,4.1369,32.133
33008,8.4241,3.9645,31.904
33009,8.2244,3.8052,31.668
33010,8.0131,3.649,31.409
33011,7.8047,3.5071,31.144
33012,7.5998,3.379,30.874
33013,7.3988,3.2643,30.599
33014,7.1874,3.1552,30.3
33015,6.9814,3.0602,29.998
33016,6.7815,2.9788,29.693
33017,6.5878,2.9102,29.387
33018,6.3866,2.8499,29.057
33019,6.1935,2.8029,28.727
33020,6.0086,2.7682,28.397
33021,5.8322,2.7452,28.068
33022,5.6498,2.7324,27.712
33023,5.4779,2.7315,27.358
33024,5.3163,2.7416,27.007
33025,5.1651,2.762,26.66
33026,5.0036,2.7973,26.265
33027,4.8559,2.8442,25.875
33028,4.7216,2.9018,25.491
33029,4.6007,2.9693,25.114
33030,4.4982,3.0418,24.764
33031,4.4072,3.1221,24.419
33032,4.3274,3.2098,24.081
33033,4.2586,3.3047,23.751
33034,4.2006,3.4063,23.427
33035,4.153,3.5145,23.111
33036,4.1157,3.6293,22.802
33037,4.0883,3.7505,22.502
33038,4.0715,3.8705,22.226
33039,4.0631,3.9962,21.957
33040,4.0631,4.1277,21.696
33041,4.0712,4.265,21.443
33042,4.0867,4.4045,21.205
33043,4.1098,4.5497,20.974
33044,4.1403,4.7008,20.751
33045,4.1781,4.858,20.537
33046,4.2242,5.0253,20.327
33047,4.2778,5.1992,20.126
33048,4.339,5.3801,19.936
33049,4.4075,5.5681,19.755
33050,4.4877,5.774,19.577
33051,4.5762,5.9882,19.411
33052,4.6729,6.2109,19.257
33053,4.7779,6.4425,19.118
33054,4.9007,6.7028,18.983
33055,5.0333,6.9737,18.866
33056,5.1757,7.2555,18.768
33057,5.328,7.548,18.69
33058,5.5076,7.8832,18.628
33059,5.6993,8.2314,18.593
33060,5.9033,8.5923,18.586
33061,6.1195,8.9654,18.611
33062,6.3684,9.3837,18.676
33063,6.6316,9.8141,18.781
33064,6.9089,10.255,18.931
33065,7.1998,10.703,19.128
33066,7.4808,11.123,19.355
33067,7.7724,11.545,19.626
33068,8.0738,11.964,19.943
33069,8.3839,12.378,20.309
33070,8.6934,12.772,20.713
33071,9.0086,13.152,21.165
33072,9.328,13.513,21.664
33073,9.6495,13.849,22.211
33074,9.9166,14.105,22.701
33075,10.182,14.337,23.221
33076,10.445,14.541,23.77
33077,10.703,14.713,24.347
33078,10.927,14.837,24.878
33079,11.144,14.93,25.427
33080,11.354,14.991,25.99
33081,11.554,15.018,26.565
33082,11.723,15.011,27.079
33083,11.882,14.975,27.598
33084,12.031,14.909,28.119
33085,12.168,14.812,28.638
33086,12.287,14.693,29.123
33087,12.394,14.545,29.602
33088,12.488,14.37,30.073
33089,12.57,14.168,30.532
33090,12.637,13.942,30.973
33091,12.691,13.691,31.398
33092,12.73,13.416,31.806
33093,12.754,13.119,32.194
33094,12.763,12.8,32.56
33095,12.757,12.461,32.902
33096,12.736,12.105,33.22
33097,12.699,11.734,33.51
33098,12.652,11.388,33.747
33099,12.593,11.033,33.961
33100,12.522,10.67,34.15
33101,12.439,10.302,34.315
33102,12.35,9.9522,34.448
33103,12.251,9.6003,34.559
33104,12.143,9.2477,34.648
33105,12.025,8.8957,34.715
33106,11.901,8.5545,34.76
33107,11.769,8.2163,34.785
33108,11.63,7.8822,34.79
33109,11.483,7.5532,34.776
33110,11.33,7.2308,34.744
33111,11.17,6.9155,34.695
33112,11.005,6.6079,34.628
33113,10.835,6.3089,34.545
33114,10.657,6.0139,34.445
33115,10.475,5.7289,34.33
33116,10.289,5.4546,34.201
33117,10.1,5.1913,34.058
33118,9.9009,4.9305,33.897
33119,9.7,4.6821,33.724
33120,9.4974,4.4462,33.539
33121,9.2939,4.2231,33.344
33122,9.079,4.002,33.129
33123,8.8641,3.7949,32.904
33124,8.6499,3.6017,32.671
33125,8.4368,3.4221,32.431
33126,8.2113,3.2453,32.167
33127,7.9882,3.0834,31.897
33128,7.7681,2.936,31.621
33129,7.5516,2.8025,31.341
33130,7.3232,2.674,31.036
33131,7.0999,2.5603,30.727
33132,6.8822,2.4607,30.416
33133,6.6704,2.3745,30.104
33134,6.4501,2.2961,29.767
33135,6.2373,2.2314,29.431
33136,6.0324,2.1795,29.094
33137,5.8356,2.1395,28.759
33138,5.6333,2.109,28.4
33139,5.4406,2.0903,28.043
33140,5.2578,2.0826,27.69
33141,5.0848,2.085,27.339
33142,4.9013,2.0988,26.947
33143,4.7302,2.1234,26.56
33144,4.5715,2.1578,26.178
33145,4.4248,2.2012,25.802
33146,4.2696,2.2618,25.372
33147,4.13,2.3323,24.951
33148,4.0056,2.4121,24.537
33149,3.896,2.5003,24.132
33150,3.8129,2.5827,23.79
33151,3.7402,2.6707,23.454
33152,3.6774,2.7641,23.124
33153,3.6245,2.8627,22.802
33154,3.5838,2.9585,22.509
33155,3.5511,3.0586,22.223
33156,3.526,3.1631,21.942
33157,3.5085,3.2719,21.668
33158,3.4984,3.382,21.407
33159,3.4952,3.4963,21.152
33160,3.4985,3.6151,20.903
33161,3.5084,3.7383,20.661
33162,3.5247,3.8659,20.425
33163,3.5472,3.9982,20.196
33164,3.576,4.1355,19.973
33165,3.6109,4.2779,19.758
33166,3.6534,4.4309,19.542
33167,3.7025,4.5898,19.335
33168,3.758,4.7549,19.135
33169,3.8199,4.9263,18.944
33170,3.8928,5.1157,18.751
33171,3.9729,5.3128,18.568
33172,4.0604,5.5181,18.396
33173,4.1553,5.7317,18.235
33174,4.2676,5.9753,18.072
33175,4.3889,6.2297,17.925
33176,4.5194,6.4951,17.793
33177,4.6592,6.7719,17.677
33178,4.8288,7.0992,17.568
33179,5.0107,7.4417,17.483
33180,5.2051,7.7996,17.424
33181,5.4123,8.173,17.393
33182,5.6637,8.616,17.394
33183,5.932,9.0783,17.437
33184,6.2175,9.5587,17.525
33185,6.5201,10.056,17.662
33186,6.8029,10.509,17.827
33187,7.0989,10.972,18.037
33188,7.4077,11.442,18.293
33189,7.7288,11.915,18.6
33190,8.0366,12.354,18.93
33191,8.3535,12.79,19.307
33192,8.6784,13.219,19.732
33193,9.0102,13.636,20.206
33194,9.3344,14.021,20.709
33195,9.6621,14.386,21.259
33196,9.9914,14.726,21.854
33197,10.32,15.034,22.495
33198,10.598,15.267,23.074
33199,10.873,15.47,23.682
33200,11.142,15.639,24.317
33201,11.404,15.77,24.976
33202,11.626,15.85,25.568
33203,11.84,15.897,26.174
33204,12.045,15.909,26.79
33205,12.239,15.883,27.414
33206,12.403,15.827,27.977
33207,12.556,15.739,28.541
33208,12.697,15.618,29.102
33209,12.826,15.464,29.658
33210,12.936,15.287,30.181
33211,13.034,15.08,30.694
33212,13.117,14.844,31.194
33213,13.186,14.579,31.678
33214,13.24,14.287,32.145
33215,13.278,13.969,32.591
33216,13.301,13.626,33.014
33217,13.307,13.26,33.413
33218,13.297,12.894,33.767
33219,13.273,12.51,34.095
33220,13.234,12.111,34.396
33221,13.179,11.7,34.669
33222,13.116,11.314,34.894
33223,13.041,10.921,35.093
33224,12.954,10.522,35.268
33225,12.855,10.12,35.417
33226,12.75,9.7347,35.535
33227,12.635,9.349,35.631
33228,12.511,8.9641,35.704
33229,12.377,8.5815,35.754
33230,12.237,8.2094,35.783
33231,12.089,7.842,35.791
33232,11.933,7.4801,35.778
33233,11.771,7.1249,35.747
33234,11.601,6.7765,35.697
33235,11.425,6.4365,35.628
33236,11.243,6.1058,35.543
33237,11.057,5.7851,35.441
33238,10.862,5.4686,35.322
33239,10.663,5.1636,35.187
33240,10.46,4.8705,35.038
33241,10.254,4.5896,34.877
33242,10.038,4.3115,34.696
33243,9.8198,4.0471,34.503
33244,9.6002,3.7964,34.3
33245,9.3797,3.5596,34.086
33246,9.1471,3.3249,33.852
33247,8.9147,3.1053,33.609
33248,8.6832,2.9005,33.357
33249,8.4529,2.7103,33.099
33250,8.2093,2.523,32.818
33251,7.9683,2.3515,32.53
33252,7.7306,2.1951,32.238
33253,7.4966,2.0533,31.942
33254,7.2502,1.9166,31.622
33255,7.009,1.7953,31.299
33256,6.7735,1.6885,30.974
33257,6.544,1.5954,30.648
33258,6.3068,1.5104,30.301
33259,6.0771,1.4391,29.954
33260,5.8553,1.3804,29.608
33261,5.6415,1.3336,29.264
33262,5.424,1.2959,28.902
33263,5.2159,1.2695,28.542
33264,5.0172,1.2534,28.186
33265,4.8279,1.2467,27.832
33266,4.6281,1.2493,27.443
33267,4.4399,1.2616,27.059
33268,4.2632,1.2825,26.679
33269,4.0976,1.3113,26.305
33270,3.9238,1.3522,25.888
33271,3.7637,1.401,25.477
33272,3.617,1.4569,25.074
33273,3.4832,1.5192,24.678
33274,3.3783,1.5773,24.343
33275,3.2824,1.6392,24.014
33276,3.1951,1.7047,23.69
33277,3.1162,1.7736,23.371
33278,3.0507,1.8399,23.081
33279,2.9918,1.9087,22.796
33280,2.9394,1.9801,22.516
33281,2.8933,2.0539,22.24
33282,2.8534,2.1296,21.97
33283,2.8194,2.2078,21.704
33284,2.7909,2.2883,21.442
33285,2.768,2.3712,21.185
33286,2.7502,2.4579,20.929
33287,2.7377,2.5471,20.678
33288,2.7304,2.6391,20.431
33289,2.7282,2.7338,20.188
33290,2.731,2.8315,19.95
33291,2.7386,2.9322,19.717
33292,2.751,3.036,19.489
33293,2.7681,3.1432,19.266
33294,2.7905,3.2571,19.041
33295,2.8178,3.3749,18.822
33296,2.8498,3.4967,18.608
33297,2.8866,3.6228,18.399
33298,2.9306,3.7605,18.186
33299,2.9798,3.9036,17.979
33300,3.0343,4.0521,17.778
33301,3.0941,4.2064,17.585
33302,3.1648,4.3803,17.383
33303,3.2419,4.5617,17.19
33304,3.3253,4.751,17.006
33305,3.4152,4.9485,16.831
33306,3.5245,5.1816,16.645
33307,3.6424,5.4262,16.473
33308,3.7691,5.6828,16.314
33309,3.9048,5.9521,16.17
33310,4.0844,6.3014,16.015
33311,4.2787,6.6714,15.885
33312,4.488,7.0631,15.783
33313,4.713,7.4769,15.711
33314,4.9746,7.9502,15.67
33315,5.2558,8.4505,15.671
33316,5.5574,8.9777,15.719
33317,5.8797,9.5311,15.818
33318,6.1676,10.016,15.945
33319,6.4707,10.518,16.115
33320,6.789,11.035,16.332
33321,7.1225,11.564,16.598
33322,7.4346,12.048,16.882
33323,7.7582,12.537,17.213
33324,8.093,13.027,17.591
33325,8.4381,13.517,18.02
33326,8.7794,13.983,18.483
33327,9.1283,14.439,18.996
33328,9.4837,14.88,19.56
33329,9.8439,15.301,20.176
33330,10.185,15.674,20.803
33331,10.528,16.018,21.475
33332,10.869,16.329,22.191
33333,11.208,16.6,22.949
33334,11.499,16.8,23.644
33335,11.785,16.962,24.367
33336,12.063,17.081,25.114
33337,12.331,17.154,25.882
33338,12.552,17.177,26.552
33339,12.762,17.162,27.232
33340,12.962,17.108,27.917
33341,13.149,17.012,28.605
33342,13.307,16.889,29.231
33343,13.453,16.729,29.853
33344,13.586,16.534,30.467
33345,13.704,16.303,31.072
33346,13.803,16.047,31.643
33347,13.888,15.758,32.199
33348,13.957,15.438,32.736
33349,14.01,15.088,33.252
33350,14.045,14.71,33.744
33351,14.064,14.305,34.209
33352,14.065,13.876,34.646
33353,14.048,13.424,35.053
33354,14.018,12.995,35.395
33355,13.972,12.552,35.709
33356,13.911,12.096,35.994
33357,13.836,11.63,36.25
33358,13.754,11.191,36.459
33359,13.659,10.746,36.643
33360,13.552,10.298,36.8
33361,13.433,9.8485,36.93
33362,13.308,9.4158,37.031
33363,13.174,8.9845,37.107
33364,13.029,8.5561,37.16
33365,12.875,8.1319,37.19
33366,12.715,7.7188,37.197
33367,12.547,7.3122,37.183
33368,12.371,6.9131,37.149
33369,12.188,6.5226,37.095
33370,11.998,6.1397,37.021
33371,11.801,5.767,36.929
33372,11.599,5.4054,36.82
33373,11.392,5.0554,36.695
33374,11.176,4.7107,36.552
33375,10.956,4.3791,36.393
33376,10.733,4.061,36.221
33377,10.506,3.7566,36.036
33378,10.269,3.4561,35.832
33379,10.031,3.1707,35.617
33380,9.7903,2.9003,35.391
33381,9.5494,2.6449,35.156
33382,9.2963,2.3928,34.901
33383,9.0435,2.1569,34.637
33384,8.7916,1.9369,34.367
33385,8.5411,1.7322,34.091
33386,8.2776,1.5317,33.792
33387,8.0169,1.3475,33.489
33388,7.7594,1.179,33.182
33389,7.5056,1.0255,32.873
33390,7.2411,0.87866,32.542
33391,6.9817,0.74713,32.211
33392,6.7278,0.63011,31.878
33393,6.4796,0.52677,31.546
33394,6.2294,0.43342,31.202
33395,5.9861,0.35289,30.86
33396,5.7497,0.28431,30.52
33397,5.5206,0.22681,30.181
33398,5.2716,0.1743,29.803
33399,5.032,0.13365,29.428
33400,4.8019,0.10378,29.057
33401,4.5815,0.083669,28.69
33402,4.3497,0.071673,28.29
33403,4.1294,0.069191,27.896
33404,3.9206,0.075132,27.507
33405,3.723,0.088496,27.124
33406,3.5247,0.10986,26.722
33407,3.3386,0.13763,26.327
33408,3.1644,0.1709,25.937
33409,3.0017,0.2089,25.554
33410,2.8676,0.24571,25.222
33411,2.7419,0.28523,24.895
33412,2.6242,0.32709,24.573
33413,2.5143,0.37098,24.255
33414,2.4229,0.41142,23.976
33415,2.3373,0.45306,23.701
33416,2.2571,0.49577,23.429
33417,2.1823,0.5394,23.161
33418,2.1155,0.58191,22.908
33419,2.0533,0.62509,22.658
33420,1.9953,0.66889,22.411
33421,1.9416,0.71325,22.166
33422,1.8929,0.75729,21.93
33423,1.8479,0.80182,21.696
33424,1.8065,0.84681,21.464
33425,1.7686,0.89227,21.236
33426,1.7343,0.93794,21.011
33427,1.7032,0.98408,20.789
33428,1.6752,1.0307,20.57
33429,1.6503,1.0778,20.353
33430,1.6278,1.1264,20.135
33431,1.6083,1.1756,19.919
33432,1.5915,1.2254,19.706
33433,1.5776,1.2759,19.495
33434,1.5658,1.3295,19.278
33435,1.5568,1.3839,19.063
33436,1.5506,1.4393,18.851
33437,1.5471,1.4957,18.642
33438,1.5461,1.5549,18.429
33439,1.5478,1.6153,18.22
33440,1.5522,1.6771,18.013
33441,1.5591,1.7403,17.809
33442,1.5689,1.8071,17.602
33443,1.5813,1.8757,17.398
33444,1.5963,1.9461,17.197
33445,1.6139,2.0184,16.999
33446,1.6352,2.097,16.794
33447,1.6594,2.1781,16.592
33448,1.6863,2.2619,16.394
33449,1.716,2.3485,16.2
33450,1.7511,2.445,15.994
33451,1.7895,2.5452,15.793
33452,1.8311,2.6494,15.597
33453,1.8761,2.7577,15.404
33454,1.9301,2.8835,15.196
33455,1.9885,3.0151,14.993
33456,2.0511,3.1528,14.795
33457,2.1183,3.2972,14.604
33458,2.2016,3.4725,14.391
33459,2.2913,3.6578,14.186
33460,2.3877,3.8537,13.99
33461,2.4909,4.0608,13.804
33462,2.6202,4.3169,13.599
33463,2.7598,4.5904,13.409
33464,2.9103,4.8823,13.234
33465,3.0723,5.194,13.075
33466,3.2285,5.4923,12.948
33467,3.3951,5.8085,12.836
33468,3.5726,6.1435,12.742
33469,3.7616,6.4981,12.666
33470,3.9546,6.8579,12.611
