index,x,y,z
12270,13.041,17.751,27.275
12271,13.244,17.694,27.981
12272,13.435,17.596,28.69
12273,13.613,17.455,29.398
12274,13.764,17.288,30.047
12275,13.901,17.083,30.688
12276,14.024,16.842,31.319
12277,14.131,16.565,31.936
12278,14.221,16.26,32.522
12279,14.294,15.922,33.089
12280,14.35,15.553,33.633
12281,14.39,15.153,34.154
12282,14.411,14.729,34.642
12283,14.415,14.28,35.101
12284,14.4,13.808,35.529
12285,14.368,13.314,35.924
12286,14.323,12.856,36.249
12287,14.264,12.386,36.544
12288,14.19,11.905,36.81
12289,14.102,11.415,37.046
12290,14.007,10.952,37.239
12291,13.899,10.485,37.405
12292,13.78,10.017,37.544
12293,13.65,9.5479,37.656
12294,13.513,9.0956,37.74
12295,13.367,8.6462,37.799
12296,13.211,8.2008,37.835
12297,13.046,7.761,37.847
12298,12.874,7.3324,37.837
12299,12.694,6.9114,37.806
12300,12.507,6.4992,37.754
12301,12.313,6.0966,37.683
12302,12.112,5.7019,37.593
12303,11.904,5.3186,37.484
12304,11.692,4.9474,37.359
12305,11.474,4.5886,37.218
12306,11.248,4.2358,37.059
12307,11.017,3.8969,36.885
12308,10.783,3.5722,36.698
12309,10.547,3.2621,36.498
12310,10.3,2.9566,36.28
12311,10.052,2.6668,36.051
12312,9.8023,2.3926,35.813
12313,9.5522,2.1339,35.566
12314,9.2904,1.8796,35.299
12315,9.0291,1.6418,35.025
12316,8.769,1.4201,34.744
12317,8.5105,1.2141,34.459
12318,8.2405,1.0136,34.153
12319,7.9733,0.82933,33.844
12320,7.7095,0.66074,33.532
12321,7.4494,0.50712,33.217
12322,7.1829,0.36224,32.888
12323,6.9212,0.23206,32.558
12324,6.6648,0.11578,32.228
12325,6.414,0.01259,31.899
12326,6.1394,-0.088636,31.53
12327,5.8725,-0.17547,31.163
12328,5.6135,-0.249,30.799
12329,5.3627,-0.31027,30.437
12330,5.0925,-0.36543,30.037
12331,4.8327,-0.40788,29.641
12332,4.5836,-0.43889,29.25
12333,4.345,-0.45965,28.864
12334,4.1068,-0.47158,28.466
12335,3.88,-0.47467,28.074
12336,3.6645,-0.47,27.687
12337,3.46,-0.45857,27.306
12338,3.2536,-0.43988,26.906
12339,3.0591,-0.41548,26.512
12340,2.8764,-0.38626,26.125
12341,2.705,-0.35301,25.744
12342,2.5637,-0.32113,25.416
12343,2.4306,-0.2871,25.092
12344,2.3053,-0.25131,24.773
12345,2.1875,-0.21409,24.458
12346,2.0876,-0.1796,24.179
12347,1.9934,-0.14437,23.904
12348,1.9047,-0.10856,23.631
12349,1.8211,-0.0723,23.363
12350,1.7458,-0.03725,23.108
12351,1.6749,-0.0019989,22.857
12352,1.6082,0.033375,22.608
12353,1.5457,0.068805,22.363
12354,1.4881,0.10357,22.125
12355,1.4342,0.1383,21.889
12356,1.3838,0.17295,21.657
12357,1.3368,0.20751,21.427
12358,1.2932,0.24176,21.201
12359,1.2527,0.27588,20.977
12360,1.2151,0.30989,20.756
12361,1.1803,0.34378,20.538
12362,1.148,0.37767,20.321
12363,1.1184,0.41146,20.107
12364,1.0913,0.44518,19.895
12365,1.0666,0.47884,19.685
12366,1.044,0.5127,19.476
12367,1.0236,0.54657,19.27
12368,1.0054,0.58047,19.066
12369,0.9893,0.61444,18.864
12370,0.97515,0.6485,18.664
12371,0.96291,0.68271,18.467
12372,0.95251,0.71711,18.272
12373,0.94388,0.75174,18.079
12374,0.93689,0.78715,17.886
12375,0.9316,0.8229,17.695
12376,0.92797,0.85904,17.506
12377,0.92594,0.89562,17.319
12378,0.92549,0.93395,17.128
12379,0.92665,0.97287,16.94
12380,0.92938,1.0124,16.754
12381,0.93366,1.0528,16.57
12382,0.93971,1.0955,16.381
12383,0.94736,1.1392,16.195
12384,0.95659,1.1839,16.011
12385,0.96736,1.2297,15.829
12386,0.98032,1.2791,15.641
12387,0.99495,1.3299,15.455
12388,1.0112,1.3821,15.272
12389,1.0292,1.436,15.092
12390,1.0502,1.4955,14.902
12391,1.0732,1.5571,14.715
12392,1.0981,1.621,14.531
12393,1.1249,1.6873,14.35
12394,1.1568,1.7636,14.153
12395,1.1913,1.8433,13.959
12396,1.2282,1.9266,13.769
12397,1.2677,2.0136,13.583
12398,1.3153,2.1162,13.379
12399,1.3663,2.2243,13.179
12400,1.4209,2.3382,12.984
12401,1.4792,2.4582,12.794
12402,1.5487,2.5995,12.588
12403,1.6231,2.7495,12.389
12404,1.7029,2.9089,12.197
12405,1.7883,3.0782,12.012
12406,1.8786,3.2563,11.836
12407,1.9749,3.4455,11.668
12408,2.0778,3.6466,11.507
12409,2.1875,3.8604,11.355
12410,2.294,4.0674,11.224
12411,2.407,4.2863,11.1
12412,2.5266,4.5178,10.985
12413,2.6534,4.7625,10.879
12414,2.7844,5.0149,10.785
12415,2.923,5.2812,10.701
12416,3.0695,5.5622,10.627
12417,3.2243,5.8585,10.565
12418,3.3901,6.1751,10.515
12419,3.5654,6.5089,10.478
12420,3.7507,6.8606,10.457
12421,3.9464,7.2308,10.452
12422,4.1648,7.6424,10.467
12423,4.3961,8.0761,10.504
12424,4.6407,8.5324,10.565
12425,4.8993,9.0118,10.652
12426,5.1854,9.5383,10.775
12427,5.488,10.09,10.934
12428,5.8078,10.668,11.131
12429,6.1453,11.271,11.371
12430,6.4639,11.832,11.627
12431,6.7973,12.412,11.925
12432,7.1457,13.008,12.267
12433,7.5091,13.618,12.657
12434,7.8567,14.19,13.063
12435,8.2168,14.77,13.515
12436,8.5889,15.354,14.017
12437,8.9725,15.939,14.572
12438,9.3526,16.5,15.159
12439,9.742,17.053,15.799
12440,10.14,17.595,16.495
12441,10.544,18.118,17.247
12442,10.977,18.644,18.102
12443,11.413,19.136,19.02
12444,11.852,19.586,20.003
12445,12.289,19.986,21.047
12446,12.665,20.284,21.998
12447,13.036,20.531,22.99
12448,13.399,20.721,24.02
12449,13.753,20.849,25.084
12450,14.048,20.904,26.022
12451,14.332,20.906,26.978
12452,14.603,20.85,27.945
12453,14.859,20.735,28.919
12454,15.071,20.583,29.779
12455,15.269,20.382,30.637
12456,15.452,20.131,31.487
12457,15.617,19.831,32.326
12458,15.758,19.501,33.107
12459,15.881,19.126,33.87
12460,15.986,18.709,34.611
12461,16.073,18.249,35.327
12462,16.138,17.763,35.996
12463,16.184,17.242,36.636
12464,16.211,16.686,37.241
12465,16.217,16.099,37.811
12466,16.204,15.528,38.305
12467,16.174,14.935,38.764
12468,16.125,14.322,39.186
12469,16.058,13.693,39.571
12470,15.982,13.103,39.889
12471,15.89,12.505,40.174
12472,15.784,11.898,40.425
12473,15.663,11.287,40.642
12474,15.535,10.705,40.817
12475,15.394,10.121,40.962
12476,15.242,9.5394,41.076
12477,15.077,8.9606,41.161
12478,14.906,8.4021,41.216
12479,14.725,7.8497,41.245
12480,14.535,7.3049,41.247
12481,14.334,6.7689,41.224
12482,14.128,6.2489,41.178
12483,13.913,5.7398,41.109
12484,13.691,5.2427,41.019
12485,13.461,4.7584,40.909
12486,13.225,4.2878,40.779
12487,12.983,3.8315,40.631
12488,12.736,3.3901,40.465
12489,12.483,2.9641,40.285
12490,12.225,2.5512,40.088
12491,11.963,2.1546,39.877
12492,11.697,1.7744,39.654
12493,11.428,1.4109,39.42
12494,11.156,1.0622,39.174
12495,10.882,0.73033,38.919
12496,10.607,0.41506,38.656
12497,10.331,0.11624,38.385
12498,10.06,-0.16035,38.115
12499,9.7898,-0.42171,37.839
12500,9.5197,-0.66816,37.559
12501,9.2505,-0.90005,37.275
12502,8.9559,-1.1387,36.96
12503,8.6631,-1.3607,36.642
12504,8.3725,-1.5667,36.323
12505,8.0846,-1.7574,36.002
12506,7.6932,-1.996,35.561
12507,7.3082,-2.2082,35.12
12508,6.9306,-2.3959,34.681
12509,6.5608,-2.5607,34.246
12510,6.0844,-2.7467,33.676
12511,5.6239,-2.8994,33.116
12512,5.18,-3.0225,32.566
12513,4.7535,-3.1194,32.028
12514,4.408,-3.1833,31.585
12515,4.0751,-3.2328,31.15
12516,3.7549,-3.2697,30.725
12517,3.4474,-3.2955,30.308
12518,3.1644,-3.3113,29.918
12519,2.8928,-3.3195,29.535
12520,2.6324,-3.3212,29.161
12521,2.3829,-3.3175,28.794
12522,2.1346,-3.3089,28.421
12523,1.8975,-3.2964,28.056
12524,1.6714,-3.2808,27.698
12525,1.4559,-3.2629,27.348
12526,1.2193,-3.2403,26.952
12527,0.99569,-3.2166,26.566
12528,0.78454,-3.1926,26.188
12529,0.58521,-3.1692,25.82
12530,0.44973,-3.1532,25.561
12531,0.31971,-3.138,25.307
12532,0.19493,-3.1238,25.057
12533,0.075154,-3.1108,24.81
12534,-0.039846,-3.0992,24.568
12535,-0.15029,-3.089,24.328
12536,-0.25641,-3.0805,24.093
12537,-0.35841,-3.0737,23.861
12538,-0.45361,-3.0689,23.639
12539,-0.54532,-3.066,23.421
12540,-0.63375,-3.0649,23.205
12541,-0.71908,-3.0658,22.992
12542,-0.80006,-3.0687,22.786
12543,-0.87838,-3.0736,22.583
12544,-0.9542,-3.0805,22.382
12545,-1.0277,-3.0896,22.185
12546,-1.0991,-3.1008,21.989
12547,-1.1685,-3.1142,21.796
12548,-1.236,-3.1299,21.606
12549,-1.3017,-3.1478,21.418
12550,-1.3692,-3.1692,21.223
12551,-1.435,-3.1931,21.031
12552,-1.4994,-3.2196,20.842
12553,-1.5624,-3.2487,20.656
12554,-1.6272,-3.282,20.463
12555,-1.6907,-3.3183,20.274
12556,-1.7533,-3.3575,20.088
12557,-1.8151,-3.3998,19.905
12558,-1.8789,-3.4472,19.716
12559,-1.9421,-3.4979,19.531
12560,-2.0049,-3.5521,19.35
12561,-2.0675,-3.6096,19.171
12562,-2.1327,-3.6735,18.988
12563,-2.198,-3.7413,18.809
12564,-2.2635,-3.813,18.633
12565,-2.3293,-3.8886,18.461
12566,-2.3987,-3.9721,18.285
12567,-2.4689,-4.0601,18.113
12568,-2.5399,-4.1526,17.946
12569,-2.6119,-4.2497,17.782
12570,-2.6888,-4.3567,17.616
12571,-2.7671,-4.4689,17.454
12572,-2.8472,-4.5866,17.298
12573,-2.929,-4.7098,17.147
12574,-3.0172,-4.8453,16.994
12575,-3.1078,-4.9871,16.847
12576,-3.201,-5.1355,16.706
12577,-3.297,-5.2905,16.572
12578,-3.4015,-5.4612,16.438
12579,-3.5094,-5.6396,16.312
12580,-3.6211,-5.8258,16.194
12581,-3.7367,-6.0202,16.084
12582,-3.8636,-6.2348,15.978
12583,-3.9954,-6.4589,15.882
12584,-4.1324,-6.6926,15.798
12585,-4.2748,-6.936,15.725
12586,-4.433,-7.2069,15.66
12587,-4.5979,-7.4892,15.611
12588,-4.7698,-7.7831,15.577
12589,-4.9489,-8.0886,15.56
12590,-5.1527,-8.435,15.561
12591,-5.3656,-8.795,15.585
12592,-5.588,-9.1687,15.633
12593,-5.8202,-9.5557,15.707
12594,-6.0978,-10.014,15.825
12595,-6.3887,-10.488,15.982
12596,-6.6928,-10.976,16.18
12597,-7.0103,-11.476,16.423
12598,-7.3182,-11.952,16.692
12599,-7.6374,-12.433,17.005
12600,-7.9673,-12.919,17.364
12601,-8.3073,-13.404,17.772
12602,-8.6453,-13.87,18.215
12603,-8.9912,-14.329,18.707
12604,-9.3439,-14.775,19.249
12605,-9.702,-15.204,19.843
12606,-10.055,-15.601,20.471
12607,-10.409,-15.97,21.147
12608,-10.763,-16.305,21.872
12609,-11.115,-16.601,22.642
12610,-11.414,-16.819,23.339
12611,-11.708,-16.999,24.065
12612,-11.994,-17.137,24.817
12613,-12.272,-17.229,25.593
12614,-12.501,-17.268,26.273
12615,-12.72,-17.269,26.964
12616,-12.928,-17.229,27.662
12617,-13.124,-17.147,28.365
12618,-13.29,-17.036,29.001
12619,-13.443,-16.888,29.634
12620,-13.583,-16.705,30.261
12621,-13.709,-16.484,30.879
12622,-13.815,-16.238,31.462
12623,-13.907,-15.959,32.029
12624,-13.983,-15.648,32.58
12625,-14.043,-15.306,33.11
12626,-14.087,-14.936,33.616
12627,-14.113,-14.538,34.097
12628,-14.121,-14.114,34.549
12629,-14.112,-13.667,34.972
12630,-14.088,-13.238,35.333
12631,-14.048,-12.792,35.665
12632,-13.993,-12.333,35.969
12633,-13.923,-11.862,36.241
12634,-13.846,-11.419,36.466
12635,-13.755,-10.97,36.664
12636,-13.652,-10.516,36.834
12637,-13.538,-10.06,36.978
12638,-13.417,-9.6226,37.091
12639,-13.285,-9.1856,37.179
12640,-13.144,-8.7508,37.243
12641,-12.993,-8.3196,37.284
12642,-12.836,-7.9003,37.301
12643,-12.67,-7.4871,37.297
12644,-12.497,-7.0809,37.271
12645,-12.316,-6.6828,37.226
12646,-12.128,-6.2929,37.161
12647,-11.934,-5.913,37.077
12648,-11.733,-5.5438,36.975
12649,-11.528,-5.186,36.857
12650,-11.313,-4.8338,36.72
12651,-11.095,-4.4946,36.568
12652,-10.873,-4.1686,36.402
12653,-10.647,-3.8563,36.223
12654,-10.411,-3.5481,36.025
12655,-10.173,-3.2549,35.815
12656,-9.9337,-2.9766,35.594
12657,-9.693,-2.7133,35.364
12658,-9.4404,-2.4535,35.113
12659,-9.1878,-2.2098,34.855
12660,-8.9359,-1.9819,34.588
12661,-8.685,-1.7695,34.316
12662,-8.4214,-1.5611,34.022
12663,-8.1601,-1.3692,33.722
12664,-7.9017,-1.193,33.419
12665,-7.6467,-1.0321,33.113
12666,-7.3808,-0.87744,32.786
12667,-7.1196,-0.73833,32.457
12668,-6.8636,-0.61394,32.127
12669,-6.6131,-0.50345,31.796
12670,-6.3599,-0.40286,31.455
12671,-6.1133,-0.31538,31.114
12672,-5.8734,-0.24016,30.775
12673,-5.6406,-0.17632,30.438
12674,-5.3865,-0.11691,30.059
12675,-5.1417,-0.069801,29.685
12676,-4.9063,-0.033884,29.313
12677,-4.6804,-0.0081293,28.946
12678,-4.4412,0.0097114,28.544
12679,-4.2136,0.017511,28.148
12680,-3.9974,0.01641,27.756
12681,-3.7926,0.0074552,27.371
12682,-3.5898,-0.0093196,26.972
12683,-3.3989,-0.032677,26.58
12684,-3.2196,-0.06172,26.194
12685,-3.0516,-0.095648,25.815
12686,-2.9068,-0.13055,25.471
12687,-2.7709,-0.1685,25.132
12688,-2.6436,-0.20906,24.798
12689,-2.5247,-0.25185,24.469
12690,-2.4271,-0.2909,24.185
12691,-2.3354,-0.33121,23.904
12692,-2.2495,-0.37262,23.627
12693,-2.1691,-0.41498,23.353
12694,-2.0977,-0.456,23.097
12695,-2.0309,-0.49766,22.843
12696,-1.9687,-0.53991,22.593
12697,-1.9107,-0.58268,22.345
12698,-1.858,-0.62497,22.106
12699,-1.8091,-0.66768,21.869
12700,-1.764,-0.71078,21.636
12701,-1.7224,-0.75425,21.405
12702,-1.6845,-0.79778,21.178
12703,-1.6498,-0.84167,20.954
12704,-1.6184,-0.88593,20.733
12705,-1.5899,-0.93057,20.514
12706,-1.5644,-0.97576,20.297
12707,-1.5416,-1.0214,20.083
12708,-1.5217,-1.0675,19.871
12709,-1.5044,-1.1141,19.661
12710,-1.4892,-1.1628,19.448
12711,-1.4767,-1.2121,19.237
12712,-1.4668,-1.2621,19.029
12713,-1.4593,-1.3129,18.823
12714,-1.4542,-1.3669,18.61
12715,-1.4516,-1.4218,18.401
12716,-1.4515,-1.4778,18.194
12717,-1.4539,-1.5349,17.99
12718,-1.4588,-1.5946,17.783
12719,-1.4662,-1.6558,17.58
12720,-1.476,-1.7183,17.38
12721,-1.4882,-1.7825,17.182
12722,-1.5035,-1.8515,16.979
12723,-1.5213,-1.9224,16.779
12724,-1.5416,-1.9955,16.581
12725,-1.5644,-2.0708,16.388
12726,-1.5915,-2.1537,16.184
12727,-1.6214,-2.2396,15.985
12728,-1.6541,-2.3285,15.789
12729,-1.6897,-2.4207,15.597
12730,-1.7319,-2.5255,15.392
12731,-1.7777,-2.6348,15.191
12732,-1.827,-2.7488,14.995
12733,-1.8799,-2.8678,14.803
12734,-1.9453,-3.0113,14.589
12735,-2.0159,-3.1622,14.382
12736,-2.0916,-3.3212,14.182
12737,-2.1727,-3.4886,13.989
12738,-2.2714,-3.6891,13.779
12739,-2.3775,-3.902,13.579
12740,-2.4916,-4.1281,13.39
12741,-2.614,-4.3683,13.212
12742,-2.7503,-4.6335,13.04
12743,-2.8965,-4.916,12.882
12744,-3.0532,-5.2167,12.739
12745,-3.2211,-5.5367,12.612
12746,-3.3821,-5.8421,12.513
12747,-3.5531,-6.1647,12.429
12748,-3.7345,-6.5054,12.362
12749,-3.927,-6.865,12.313
12750,-4.1323,-7.2465,12.283
12751,-4.3499,-7.6485,12.275
12752,-4.5803,-8.0714,12.291
12753,-4.824,-8.5158,12.333
12754,-5.1026,-9.0196,12.41
12755,-5.398,-9.5489,12.523
12756,-5.7109,-10.103,12.677
12757,-6.0417,-10.683,12.875
12758,-6.3523,-11.219,13.092
12759,-6.6779,-11.773,13.351
12760,-7.0184,-12.343,13.656
12761,-7.3739,-12.927,14.009
12762,-7.7125,-13.471,14.378
12763,-8.0632,-14.023,14.795
12764,-8.4257,-14.577,15.26
12765,-8.7994,-15.132,15.779
12766,-9.1693,-15.662,16.33
12767,-9.548,-16.184,16.933
12768,-9.9343,-16.692,17.592
12769,-10.327,-17.182,18.305
12770,-10.735,-17.658,19.096
12771,-11.145,-18.101,19.945
12772,-11.557,-18.503,20.852
12773,-11.966,-18.857,21.816
12774,-12.312,-19.114,22.682
12775,-12.653,-19.324,23.583
12776,-12.986,-19.482,24.517
12777,-13.31,-19.583,25.48
12778,-13.577,-19.62,26.323
12779,-13.833,-19.609,27.179
12780,-14.077,-19.548,28.044
12781,-14.307,-19.434,28.914
12782,-14.499,-19.286,29.692
12783,-14.677,-19.094,30.465
12784,-14.84,-18.858,31.231
12785,-14.988,-18.577,31.986
12786,-15.112,-18.267,32.693
12787,-15.221,-17.918,33.382
12788,-15.312,-17.529,34.05
12789,-15.384,-17.103,34.694
12790,-15.438,-16.65,35.301
12791,-15.472,-16.164,35.877
12792,-15.488,-15.648,36.422
12793,-15.484,-15.104,36.932
12794,-15.463,-14.58,37.368
12795,-15.425,-14.038,37.772
12796,-15.37,-13.479,38.143
12797,-15.298,-12.906,38.477
12798,-15.218,-12.368,38.754
12799,-15.123,-11.823,39
12800,-15.014,-11.271,39.215
12801,-14.892,-10.716,39.399
12802,-14.764,-10.186,39.545
12803,-14.623,-9.655,39.663
12804,-14.472,-9.1266,39.753
12805,-14.309,-8.6019,39.816
12806,-14.14,-8.0939,39.852
12807,-13.962,-7.5924,39.863
12808,-13.774,-7.0986,39.851
12809,-13.578,-6.6137,39.815
12810,-13.375,-6.1415,39.757
12811,-13.165,-5.6801,39.679
12812,-12.948,-5.2305,39.58
12813,-12.724,-4.7935,39.463
12814,-12.493,-4.3668,39.327
12815,-12.257,-3.9541,39.174
12816,-12.015,-3.5559,39.005
12817,-11.77,-3.1727,38.821
12818,-11.517,-2.7986,38.621
12819,-11.26,-2.4405,38.408
12820,-11.001,-2.0985,38.183
12821,-10.739,-1.7727,37.947
12822,-10.47,-1.4564,37.697
12823,-10.2,-1.1568,37.438
12824,-9.9297,-0.87375,37.171
12825,-9.6589,-0.60696,36.897
12826,-9.3846,-0.35261,36.614
12827,-9.1112,-0.11432,36.325
12828,-8.839,0.10837,36.033
12829,-8.5686,0.31589,35.737
12830,-8.2864,0.51832,35.423
12831,-8.0071,0.70516,35.107
12832,-7.7308,0.87705,34.79
12833,-7.4581,1.0346,34.472
12834,-7.1262,1.2107,34.08
12835,-6.8008,1.3672,33.688
12836,-6.4823,1.5054,33.298
12837,-6.171,1.6266,32.911
12838,-5.7742,1.7618,32.408
12839,-5.3912,1.8726,31.912
12840,-5.0226,1.9616,31.423
12841,-4.6685,2.0311,30.943
12842,-4.3637,2.0788,30.519
12843,-4.0708,2.1143,30.103
12844,-3.7898,2.1391,29.695
12845,-3.5207,2.1545,29.294
12846,-3.2661,2.1617,28.904
12847,-3.0228,2.1621,28.522
12848,-2.7905,2.1566,28.147
12849,-2.569,2.1463,27.778
12850,-2.3414,2.1307,27.388
12851,-2.1257,2.1113,27.005
12852,-1.9215,2.0891,26.63
12853,-1.7282,2.0648,26.262
12854,-1.547,2.0393,25.903
12855,-1.3758,2.0131,25.552
12856,-1.214,1.9866,25.207
12857,-1.0612,1.9604,24.868
12858,-0.92759,1.9367,24.56
12859,-0.80094,1.9139,24.257
12860,-0.68089,1.8922,23.958
12861,-0.56712,1.8718,23.665
12862,-0.47696,1.856,23.424
12863,-0.39072,1.8413,23.186
12864,-0.3082,1.8279,22.951
12865,-0.22921,1.8158,22.719
12866,-0.15632,1.8054,22.498
12867,-0.086389,1.7964,22.28
12868,-0.019251,1.7888,22.065
12869,0.04524,1.7825,21.852
12870,0.10677,1.7778,21.643
12871,0.16599,1.7746,21.436
12872,0.22301,1.7729,21.232
12873,0.27798,1.7727,21.03
12874,0.33113,1.7741,20.83
12875,0.38248,1.7771,20.632
12876,0.43213,1.7816,20.437
12877,0.48021,1.7878,20.243
12878,0.52724,1.7958,20.05
12879,0.5729,1.8053,19.86
12880,0.6173,1.8166,19.671
12881,0.66054,1.8296,19.485
12882,0.70331,1.8446,19.298
12883,0.7451,1.8613,19.113
12884,0.78602,1.8798,18.931
12885,0.82615,1.9002,18.75
12886,0.86629,1.9228,18.569
12887,0.90583,1.9473,18.39
12888,0.94484,1.9737,18.212
12889,0.98342,2.0021,18.037
12890,1.0225,2.0332,17.861
12891,1.0612,2.0663,17.687
12892,1.0998,2.1015,17.515
12893,1.1383,2.1388,17.345
12894,1.1787,2.1804,17.17
12895,1.2192,2.2243,16.996
12896,1.2599,2.2708,16.825
12897,1.3009,2.3197,16.657
12898,1.3444,2.3739,16.483
12899,1.3883,2.431,16.311
12900,1.4329,2.491,16.142
12901,1.4782,2.5541,15.976
12902,1.5266,2.6236,15.805
12903,1.576,2.6967,15.636
12904,1.6265,2.7733,15.471
12905,1.6783,2.8537,15.309
12906,1.734,2.9421,15.142
12907,1.7914,3.0348,14.978
12908,1.8504,3.132,14.819
12909,1.9113,3.2338,14.663
12910,1.9773,3.3456,14.504
12911,2.0456,3.4629,14.348
12912,2.1164,3.5857,14.198
12913,2.1898,3.7144,14.051
12914,2.2697,3.8554,13.903
12915,2.3527,4.0033,13.761
12916,2.4392,4.1583,13.624
12917,2.5292,4.3207,13.492
12918,2.6274,4.4985,13.361
12919,2.7299,4.6849,13.237
12920,2.837,4.8804,13.12
12921,2.949,5.0853,13.01
12922,3.0714,5.3095,12.905
12923,3.1996,5.5449,12.808
12924,3.334,5.7917,12.721
12925,3.4748,6.0503,12.645
12926,3.6299,6.3352,12.576
12927,3.7928,6.634,12.521
12928,3.9639,6.9473,12.48
12929,4.1436,7.2755,12.454
12930,4.346,7.6441,12.444
12931,4.5591,8.0307,12.455
12932,4.7833,8.4356,12.488
12933,5.0191,8.8589,12.544
12934,5.2994,9.3584,12.64
12935,5.5955,9.8814,12.771
12936,5.9079,10.428,12.942
12937,6.2371,10.996,13.157
12938,6.5502,11.529,13.392
12939,6.8775,12.078,13.67
12940,7.219,12.64,13.993
12941,7.5746,13.215,14.365
12942,7.9163,13.754,14.755
12943,8.2696,14.298,15.193
12944,8.6339,14.844,15.682
12945,9.0087,15.386,16.222
12946,9.3832,15.909,16.802
12947,9.7657,16.42,17.435
12948,10.155,16.914,18.124
12949,10.55,17.385,18.868
12950,10.945,17.825,19.663
12951,11.342,18.23,20.512
12952,11.738,18.592,21.415
12953,12.131,18.904,22.369
12954,12.468,19.129,23.236
12955,12.798,19.305,24.135
12956,13.119,19.429,25.064
12957,13.429,19.495,26.016
12958,13.682,19.503,26.842
12959,13.924,19.463,27.678
12960,14.153,19.374,28.519
12961,14.368,19.235,29.363
12962,14.548,19.064,30.124
12963,14.715,18.85,30.879
12964,14.866,18.593,31.624
12965,15.001,18.293,32.356
12966,15.115,17.963,33.045
12967,15.212,17.595,33.714
12968,15.292,17.189,34.361
12969,15.353,16.747,34.982
12970,15.394,16.278,35.566
12971,15.417,15.778,36.118
12972,15.421,15.25,36.638
12973,15.405,14.695,37.122
12974,15.373,14.172,37.528
12975,15.325,13.632,37.902
12976,15.261,13.077,38.242
12977,15.18,12.51,38.548
12978,15.092,11.977,38.8
12979,14.989,11.437,39.022
12980,14.874,10.893,39.214
12981,14.745,10.348,39.375
12982,14.61,9.8238,39.501
12983,14.464,9.3016,39.599
12984,14.306,8.7825,39.671
12985,14.139,8.268,39.717
12986,13.965,7.7692,39.736
12987,13.781,7.2776,39.731
12988,13.589,6.7944,39.704
12989,13.389,6.3208,39.654
12990,13.182,5.8591,39.582
12991,12.968,5.4089,39.491
12992,12.747,4.9708,39.38
12993,12.521,4.5458,39.252
12994,12.287,4.1304,39.104
12995,12.047,3.7295,38.941
12996,11.804,3.3433,38.763
12997,11.556,2.9723,38.57
12998,11.3,2.6101,38.361
12999,11.042,2.264,38.14
13000,10.781,1.9341,37.908
13001,10.519,1.6204,37.665
13002,10.249,1.316,37.408
13003,9.9777,1.0283,37.143
13004,9.7066,0.75712,36.871
13005,9.4358,0.50209,36.593
13006,9.1618,0.25959,36.305
13007,8.8891,0.032944,36.013
13008,8.618,-0.17831,35.717
13009,8.3489,-0.37467,35.418
13010,8.0618,-0.57006,35.095
13011,7.778,-0.74948,34.769
13012,7.4978,-0.91363,34.443
13013,7.2217,-1.0632,34.117
13014,6.8848,-1.2299,33.712
13015,6.5551,-1.3767,33.309
13016,6.2331,-1.505,32.908
13017,5.9193,-1.6162,32.511
13018,5.5361,-1.7339,32.016
13019,5.1669,-1.8292,31.528
13020,4.8119,-1.9045,31.048
13021,4.4716,-1.9621,30.576
13022,4.1801,-2.0003,30.162
13023,3.9003,-2.0276,29.755
13024,3.6321,-2.0453,29.355
13025,3.3755,-2.0546,28.963
13026,3.1288,-2.0567,28.575
13027,2.8934,-2.0525,28.195
13028,2.669,-2.0431,27.821
13029,2.4553,-2.0294,27.454
13030,2.2312,-2.0101,27.057
13031,2.0193,-1.9874,26.667
13032,1.8193,-1.9623,26.285
13033,1.6306,-1.9354,25.91
13034,1.464,-1.9094,25.566
13035,1.3064,-1.883,25.228
13036,1.1575,-1.8567,24.896
13037,1.0168,-1.8308,24.57
13038,0.89433,-1.8077,24.275
13039,0.77818,-1.7855,23.984
13040,0.66798,-1.7644,23.698
13041,0.56341,-1.7446,23.416
13042,0.47924,-1.729,23.181
13043,0.39869,-1.7145,22.949
13044,0.32161,-1.7012,22.719
13045,0.2478,-1.6892,22.493
13046,0.17872,-1.6787,22.274
13047,0.11245,-1.6695,22.058
13048,0.04886,-1.6617,21.844
13049,-0.012201,-1.6553,21.633
13050,-0.070569,-1.6503,21.425
13051,-0.12671,-1.6467,21.22
13052,-0.18075,-1.6446,21.017
13053,-0.23281,-1.6439,20.816
13054,-0.28323,-1.6448,20.617
13055,-0.33189,-1.6472,20.419
13056,-0.37894,-1.6511,20.224
13057,-0.42447,-1.6566,20.032
13058,-0.46905,-1.6637,19.839
13059,-0.5123,-1.6725,19.649
13060,-0.55434,-1.6829,19.46
13061,-0.59527,-1.6949,19.274
13062,-0.63578,-1.7088,19.087
13063,-0.67535,-1.7245,18.902
13064,-0.71407,-1.7418,18.72
13065,-0.75205,-1.7609,18.539
13066,-0.79005,-1.7822,18.358
13067,-0.82747,-1.8053,18.178
13068,-0.86439,-1.8302,18.001
13069,-0.9009,-1.857,17.825
13070,-0.93785,-1.8864,17.648
13071,-0.97456,-1.9178,17.474
13072,-1.0111,-1.9512,17.301
13073,-1.0476,-1.9866,17.131
13074,-1.0852,-2.0254,16.957
13075,-1.123,-2.0665,16.786
13076,-1.1609,-2.1098,16.617
13077,-1.1991,-2.1555,16.45
13078,-1.2397,-2.2062,16.277
